person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
22.0,male,Bachelor,26833.0,1,RENT,4500.0,HOMEIMPROVEMENT,12.05,0.17,2.0,617,No,1
27.0,female,Associate,56208.0,5,RENT,8659.0,EDUCATION,10.87,0.15,8.0,623,No,1
23.0,male,Bachelor,15612.0,4,RENT,3000.0,EDUCATION,8.74,0.19,3.0,676,No,1
26.0,female,High School,68386.0,1,RENT,20000.0,DEBTCONSOLIDATION,17.29,0.29,5.0,634,No,1
23.0,female,Master,23649.0,2,RENT,1552.0,DEBTCONSOLIDATION,10.49,0.07,4.0,614,No,1
28.0,male,Bachelor,47828.0,8,RENT,10153.0,DEBTCONSOLIDATION,15.13,0.21,7.0,619,No,1
30.0,female,Master,122762.0,5,MORTGAGE,15552.0,DEBTCONSOLIDATION,15.51,0.13,7.0,690,No,1
27.0,male,Master,19894.0,8,RENT,5466.0,PERSONAL,8.44,0.27,4.0,681,No,1
22.0,male,Associate,46188.0,0,RENT,12000.0,EDUCATION,10.29,0.26,4.0,477,No,1
24.0,male,High School,39527.0,0,RENT,15000.0,EDUCATION,13.09,0.38,3.0,655,No,1
24.0,female,Associate,46628.0,2,RENT,19774.0,MEDICAL,8.17,0.42,4.0,572,No,1
38.0,male,Master,37020.0,16,RENT,10000.0,HOMEIMPROVEMENT,8.09,0.27,13.0,601,No,1
24.0,male,Master,91154.0,0,RENT,14643.0,HOMEIMPROVEMENT,12.29,0.16,3.0,661,No,1
30.0,female,High School,118070.0,5,MORTGAGE,5448.0,DEBTCONSOLIDATION,16.13,0.05,6.0,601,No,1
30.0,female,High School,38021.0,10,RENT,11200.0,MEDICAL,11.99,0.29,8.0,614,No,1
27.0,male,High School,36918.0,3,RENT,1484.0,HOMEIMPROVEMENT,12.87,0.04,7.0,500,No,1
24.0,female,Associate,51617.0,4,RENT,18182.0,PERSONAL,16.17,0.35,4.0,639,No,1
28.0,male,Bachelor,35639.0,3,RENT,15000.0,MEDICAL,14.02,0.42,8.0,621,No,1
27.0,male,Master,43761.0,5,RENT,15000.0,VENTURE,16.59,0.34,9.0,713,No,1
23.0,female,High School,33380.0,0,RENT,8345.0,EDUCATION,13.09,0.25,2.0,560,No,1
35.0,female,Master,124416.0,9,RENT,9226.0,EDUCATION,15.98,0.07,11.0,594,No,1
25.0,female,Master,60727.0,0,RENT,18000.0,PERSONAL,8.29,0.3,5.0,715,No,1
34.0,female,High School,10665.0,12,RENT,1852.0,MEDICAL,10.95,0.17,7.0,655,No,1
28.0,male,Associate,31111.0,7,RENT,8000.0,MEDICAL,8.02,0.26,6.0,669,No,1
22.0,female,Associate,51077.0,0,RENT,7000.0,MEDICAL,15.35,0.14,4.0,589,No,1
28.0,male,Associate,46065.0,5,RENT,12293.0,EDUCATION,15.46,0.27,5.0,645,No,1
28.0,female,Master,55245.0,6,RENT,16925.0,DEBTCONSOLIDATION,14.02,0.31,8.0,632,No,1
26.0,female,High School,35905.0,3,RENT,4000.0,MEDICAL,14.39,0.11,5.0,653,No,1
29.0,male,Associate,138420.0,6,MORTGAGE,20000.0,DEBTCONSOLIDATION,13.32,0.14,8.0,614,No,1
39.0,male,High School,81909.0,18,RENT,23970.0,EDUCATION,14.91,0.29,11.0,569,No,1
28.0,male,Doctorate,18771.0,2,RENT,4369.0,DEBTCONSOLIDATION,12.45,0.23,9.0,689,No,1
32.0,female,Master,41864.0,11,RENT,10000.0,MEDICAL,15.03,0.24,8.0,719,No,1
24.0,female,Associate,95783.0,2,RENT,6465.0,PERSONAL,12.11,0.07,3.0,656,No,1
26.0,female,Bachelor,65527.0,0,RENT,17441.0,VENTURE,9.62,0.27,4.0,533,No,1
24.0,female,Bachelor,35421.0,0,RENT,11269.0,MEDICAL,10.47,0.32,4.0,679,No,1
29.0,female,Master,44644.0,5,RENT,14175.0,PERSONAL,10.01,0.32,7.0,666,No,1
28.0,male,Bachelor,34363.0,6,RENT,4730.0,MEDICAL,13.33,0.14,5.0,612,No,1
30.0,male,Master,107821.0,7,RENT,30000.0,DEBTCONSOLIDATION,17.47,0.28,7.0,637,No,1
27.0,male,High School,39645.0,2,RENT,1500.0,HOMEIMPROVEMENT,10.57,0.04,5.0,596,No,1
23.0,male,Associate,46204.0,0,RENT,3860.0,DEBTCONSOLIDATION,14.02,0.08,4.0,480,No,1
30.0,female,Bachelor,91022.0,10,RENT,25000.0,DEBTCONSOLIDATION,14.69,0.27,5.0,661,No,1
32.0,female,High School,10807.0,10,RENT,1533.0,EDUCATION,14.13,0.14,5.0,698,No,1
22.0,male,Bachelor,33561.0,0,RENT,8432.0,VENTURE,9.74,0.25,2.0,633,No,1
27.0,female,Bachelor,44195.0,6,RENT,11202.0,MEDICAL,11.03,0.25,4.0,575,No,1
27.0,male,Associate,85833.0,2,MORTGAGE,15000.0,MEDICAL,16.38,0.17,6.0,660,No,1
25.0,female,Associate,47763.0,6,RENT,16000.0,VENTURE,16.38,0.33,3.0,629,No,1
25.0,male,Bachelor,47150.0,4,RENT,15086.0,EDUCATION,11.85,0.32,2.0,661,No,1
27.0,male,High School,166565.0,5,RENT,3892.0,EDUCATION,11.86,0.02,10.0,585,No,1
26.0,female,Associate,33103.0,1,RENT,3991.0,HOMEIMPROVEMENT,13.44,0.12,4.0,699,No,1
35.0,female,Associate,24397.0,13,OWN,7500.0,HOMEIMPROVEMENT,10.5,0.31,7.0,682,No,1
23.0,male,High School,41056.0,2,RENT,9000.0,PERSONAL,11.01,0.22,4.0,685,No,1
29.0,female,Bachelor,83660.0,3,RENT,25000.0,PERSONAL,13.11,0.3,5.0,631,No,1
33.0,female,Master,71146.0,8,RENT,17210.0,MEDICAL,16.33,0.24,8.0,671,No,1
32.0,male,Associate,92967.0,10,MORTGAGE,15000.0,DEBTCONSOLIDATION,11.3,0.16,6.0,601,No,1
24.0,female,Master,111836.0,0,RENT,25000.0,HOMEIMPROVEMENT,14.93,0.22,2.0,661,No,1
31.0,male,Associate,54802.0,12,RENT,5000.0,MEDICAL,11.36,0.09,10.0,650,No,1
22.0,female,Bachelor,37009.0,0,RENT,5000.0,EDUCATION,9.88,0.14,4.0,523,No,1
34.0,male,Associate,78998.0,12,RENT,20000.0,VENTURE,7.71,0.25,6.0,615,No,1
28.0,female,Associate,31162.0,3,RENT,5173.0,DEBTCONSOLIDATION,18.36,0.17,6.0,669,No,1
28.0,female,Bachelor,53494.0,3,RENT,17508.0,EDUCATION,11.09,0.33,10.0,705,No,1
21.0,female,Bachelor,15383.0,0,OWN,3000.0,EDUCATION,8.73,0.2,4.0,567,No,1
35.0,male,Bachelor,124196.0,10,RENT,9268.0,EDUCATION,14.91,0.07,10.0,710,No,1
26.0,female,High School,26982.0,5,RENT,9912.0,VENTURE,10.3,0.37,6.0,617,No,1
25.0,male,Associate,54922.0,2,RENT,10000.0,HOMEIMPROVEMENT,12.14,0.18,4.0,633,No,1
26.0,male,Bachelor,103519.0,3,MORTGAGE,20000.0,PERSONAL,15.82,0.19,4.0,649,No,1
29.0,female,Bachelor,262666.0,7,MORTGAGE,25000.0,HOMEIMPROVEMENT,18.88,0.1,9.0,618,No,1
25.0,female,Bachelor,35919.0,3,RENT,10992.0,PERSONAL,14.8,0.31,5.0,683,No,1
33.0,female,Associate,206456.0,13,MORTGAGE,11600.0,DEBTCONSOLIDATION,14.13,0.06,11.0,592,No,1
27.0,male,Bachelor,68978.0,7,RENT,12000.0,MEDICAL,15.86,0.17,7.0,589,No,1
30.0,male,Bachelor,141835.0,7,RENT,12324.0,DEBTCONSOLIDATION,18.15,0.09,9.0,637,No,1
29.0,female,Bachelor,16687.0,2,RENT,7109.0,VENTURE,8.78,0.43,7.0,587,No,1
27.0,female,Associate,37146.0,8,RENT,10948.0,PERSONAL,10.08,0.29,9.0,494,No,1
32.0,female,Associate,78038.0,10,MORTGAGE,25000.0,HOMEIMPROVEMENT,13.44,0.32,5.0,643,No,1
36.0,male,High School,46089.0,14,RENT,12110.0,EDUCATION,14.6,0.26,14.0,657,No,1
23.0,male,High School,22249.0,0,OWN,5000.0,EDUCATION,9.76,0.22,5.0,564,No,1
30.0,male,Master,73353.0,7,RENT,18382.0,MEDICAL,13.77,0.25,5.0,657,No,1
27.0,male,Master,39694.0,4,RENT,4029.0,MEDICAL,15.99,0.1,9.0,584,No,1
51.0,male,Associate,12865.0,29,RENT,2979.0,VENTURE,11.19,0.23,23.0,693,No,1
43.0,male,Associate,148671.0,19,MORTGAGE,14165.0,PERSONAL,11.48,0.1,16.0,678,No,1
21.0,male,Associate,12723.0,0,OWN,4608.0,HOMEIMPROVEMENT,9.39,0.36,2.0,538,No,1
23.0,female,Bachelor,64577.0,0,RENT,17312.0,DEBTCONSOLIDATION,7.94,0.27,3.0,667,No,1
25.0,male,Bachelor,46882.0,5,RENT,20000.0,PERSONAL,11.17,0.43,4.0,672,No,1
23.0,female,Associate,60163.0,0,MORTGAGE,5000.0,MEDICAL,14.95,0.08,4.0,559,No,1
22.0,female,High School,22513.0,0,RENT,6000.0,VENTURE,7.61,0.27,3.0,648,No,1
23.0,female,Associate,24183.0,0,RENT,3000.0,PERSONAL,9.99,0.12,3.0,644,No,1
24.0,female,Master,106518.0,0,RENT,29645.0,MEDICAL,17.07,0.28,3.0,653,No,1
29.0,female,Bachelor,36994.0,7,RENT,3552.0,MEDICAL,9.14,0.1,5.0,573,No,1
34.0,female,Bachelor,41807.0,10,RENT,3162.0,PERSONAL,10.06,0.08,8.0,660,No,1
38.0,male,Bachelor,47222.0,14,RENT,12950.0,DEBTCONSOLIDATION,10.48,0.27,14.0,615,No,1
25.0,male,Bachelor,41387.0,5,RENT,8000.0,MEDICAL,11.38,0.19,5.0,677,No,1
22.0,female,Bachelor,53803.0,2,RENT,20000.0,MEDICAL,14.97,0.37,4.0,566,No,1
28.0,female,Associate,66329.0,2,RENT,5000.0,MEDICAL,16.11,0.08,8.0,650,No,1
25.0,female,High School,71453.0,1,RENT,5000.0,EDUCATION,15.62,0.07,3.0,582,No,1
27.0,male,Bachelor,53623.0,1,RENT,18154.0,EDUCATION,14.53,0.34,5.0,637,No,1
27.0,female,Master,98200.0,5,RENT,29154.0,DEBTCONSOLIDATION,11.89,0.3,6.0,628,No,1
25.0,male,Master,166588.0,2,MORTGAGE,20000.0,DEBTCONSOLIDATION,15.94,0.12,4.0,659,No,1
23.0,female,Bachelor,44112.0,1,RENT,15000.0,VENTURE,14.54,0.34,4.0,576,No,1
28.0,male,Master,99300.0,8,RENT,16750.0,VENTURE,20.0,0.17,8.0,726,No,1
24.0,female,Bachelor,19124.0,2,RENT,7000.0,EDUCATION,9.8,0.37,6.0,623,No,1
25.0,male,High School,54981.0,1,RENT,14500.0,PERSONAL,11.81,0.26,3.0,620,No,1
24.0,female,High School,68219.0,1,MORTGAGE,6000.0,MEDICAL,11.09,0.09,4.0,582,No,1
24.0,female,Associate,66505.0,1,RENT,20000.0,HOMEIMPROVEMENT,16.88,0.3,4.0,619,No,1
27.0,female,Bachelor,95039.0,4,RENT,35000.0,DEBTCONSOLIDATION,17.77,0.37,7.0,589,No,1
35.0,male,Associate,148556.0,14,MORTGAGE,25000.0,HOMEIMPROVEMENT,17.08,0.17,9.0,641,No,1
28.0,female,High School,59328.0,4,RENT,15000.0,MEDICAL,12.92,0.25,8.0,654,No,1
26.0,female,High School,51520.0,2,RENT,4856.0,EDUCATION,13.37,0.09,3.0,646,No,1
30.0,female,Master,44112.0,7,RENT,14000.0,MEDICAL,7.14,0.32,6.0,602,No,1
31.0,female,High School,75231.0,6,RENT,5802.0,MEDICAL,14.11,0.08,10.0,547,No,1
24.0,female,Master,90458.0,3,RENT,24000.0,DEBTCONSOLIDATION,10.75,0.27,3.0,561,No,1
30.0,male,Bachelor,48899.0,9,RENT,13243.0,PERSONAL,13.14,0.27,6.0,668,No,1
25.0,male,Bachelor,35403.0,0,RENT,3898.0,PERSONAL,15.11,0.11,6.0,627,No,1
33.0,male,High School,41017.0,11,RENT,9000.0,PERSONAL,8.24,0.22,9.0,638,No,1
24.0,female,Bachelor,37181.0,1,RENT,14013.0,DEBTCONSOLIDATION,7.58,0.38,5.0,613,No,1
22.0,male,High School,32784.0,3,RENT,10000.0,PERSONAL,15.41,0.31,2.0,525,No,1
26.0,female,High School,13998.0,3,RENT,3390.0,EDUCATION,11.16,0.24,3.0,639,No,1
26.0,female,High School,51277.0,0,MORTGAGE,3195.0,DEBTCONSOLIDATION,15.44,0.06,3.0,656,No,1
22.0,female,Bachelor,44842.0,1,RENT,18649.0,PERSONAL,7.83,0.42,3.0,538,No,1
26.0,female,Associate,39475.0,2,RENT,15000.0,DEBTCONSOLIDATION,10.73,0.38,7.0,646,No,1
25.0,female,Bachelor,85002.0,2,RENT,20000.0,DEBTCONSOLIDATION,14.49,0.24,4.0,561,No,1
28.0,male,Bachelor,54179.0,4,RENT,17479.0,DEBTCONSOLIDATION,11.12,0.32,10.0,637,No,1
30.0,male,Associate,37481.0,8,RENT,20134.0,VENTURE,14.21,0.54,5.0,613,No,1
24.0,male,Bachelor,59500.0,0,MORTGAGE,8129.0,EDUCATION,10.54,0.14,3.0,674,No,1
24.0,male,Associate,87678.0,5,MORTGAGE,17915.0,DEBTCONSOLIDATION,15.8,0.2,4.0,530,No,1
31.0,female,Bachelor,92263.0,8,RENT,20000.0,HOMEIMPROVEMENT,13.85,0.22,8.0,626,No,1
33.0,male,Master,115845.0,12,RENT,4281.0,DEBTCONSOLIDATION,16.94,0.04,9.0,635,No,1
25.0,female,Associate,28339.0,1,RENT,3106.0,PERSONAL,18.36,0.11,7.0,654,No,1
26.0,female,Bachelor,62167.0,5,RENT,10000.0,PERSONAL,11.35,0.16,4.0,708,No,1
27.0,male,Master,83270.0,1,RENT,20674.0,DEBTCONSOLIDATION,12.14,0.25,7.0,709,No,1
23.0,male,Bachelor,100106.0,1,RENT,14161.0,PERSONAL,17.63,0.14,4.0,642,No,1
32.0,female,Associate,101687.0,10,RENT,15000.0,DEBTCONSOLIDATION,15.52,0.15,8.0,655,No,1
41.0,male,High School,73104.0,16,RENT,10000.0,MEDICAL,14.42,0.14,16.0,626,No,1
32.0,male,Master,190438.0,9,MORTGAGE,10374.0,DEBTCONSOLIDATION,15.51,0.05,8.0,516,No,1
24.0,female,Bachelor,38268.0,0,RENT,11204.0,MEDICAL,6.59,0.29,4.0,668,No,1
26.0,male,Bachelor,65534.0,5,RENT,13200.0,HOMEIMPROVEMENT,14.91,0.2,2.0,580,No,1
24.0,female,Bachelor,77043.0,0,RENT,20000.0,MEDICAL,12.53,0.26,4.0,652,No,1
29.0,female,Associate,71692.0,6,RENT,15000.0,DEBTCONSOLIDATION,10.94,0.21,8.0,686,No,1
24.0,female,Bachelor,23146.0,0,RENT,4500.0,EDUCATION,9.3,0.19,3.0,667,No,1
25.0,male,High School,76016.0,4,RENT,20000.0,VENTURE,12.91,0.26,3.0,501,No,1
23.0,male,Associate,76210.0,3,RENT,16000.0,MEDICAL,14.81,0.21,4.0,661,No,1
26.0,female,Bachelor,30722.0,5,RENT,6064.0,MEDICAL,16.12,0.2,3.0,654,No,1
27.0,female,Bachelor,68911.0,4,RENT,7388.0,EDUCATION,10.29,0.11,5.0,624,No,1
23.0,female,Associate,40544.0,1,RENT,3393.0,HOMEIMPROVEMENT,8.3,0.08,3.0,667,No,1
22.0,female,High School,22427.0,0,RENT,1500.0,HOMEIMPROVEMENT,12.16,0.07,4.0,671,No,1
40.0,male,Master,87868.0,17,RENT,25000.0,MEDICAL,18.17,0.28,13.0,544,No,1
34.0,female,Associate,76044.0,12,RENT,20000.0,VENTURE,12.11,0.26,9.0,658,No,1
23.0,female,Associate,22650.0,0,RENT,3250.0,VENTURE,11.66,0.14,4.0,630,No,1
24.0,male,High School,100711.0,1,RENT,20000.0,EDUCATION,11.89,0.2,5.0,557,No,1
28.0,male,High School,65483.0,3,RENT,10000.0,DEBTCONSOLIDATION,16.24,0.15,8.0,663,No,1
26.0,female,High School,54141.0,0,RENT,20000.0,MEDICAL,16.68,0.37,2.0,626,No,1
24.0,female,Associate,48148.0,4,RENT,3250.0,MEDICAL,9.3,0.07,3.0,543,No,1
23.0,female,High School,76232.0,0,RENT,24965.0,MEDICAL,14.2,0.33,3.0,590,No,1
30.0,male,Associate,126945.0,10,MORTGAGE,24182.0,MEDICAL,15.28,0.19,5.0,518,No,1
30.0,male,Associate,41425.0,4,RENT,14000.0,DEBTCONSOLIDATION,19.31,0.34,12.0,641,No,1
36.0,male,Bachelor,37236.0,14,RENT,10000.0,MEDICAL,8.01,0.27,13.0,559,No,1
28.0,female,Master,39678.0,2,RENT,8575.0,DEBTCONSOLIDATION,17.24,0.22,7.0,644,No,1
24.0,female,Bachelor,71746.0,3,RENT,16000.0,MEDICAL,16.39,0.22,3.0,561,No,1
28.0,female,Associate,65984.0,7,MORTGAGE,12000.0,PERSONAL,15.94,0.18,9.0,613,No,1
23.0,female,Master,73056.0,2,RENT,25454.0,PERSONAL,11.0,0.35,3.0,578,No,1
22.0,male,Associate,18195.0,0,RENT,6178.0,EDUCATION,13.35,0.34,3.0,656,No,1
36.0,male,High School,315488.0,7,MORTGAGE,23035.0,MEDICAL,10.65,0.07,16.0,690,No,1
22.0,male,High School,41815.0,1,RENT,7500.0,DEBTCONSOLIDATION,14.06,0.18,3.0,479,No,1
26.0,male,Bachelor,36814.0,4,RENT,10625.0,VENTURE,9.13,0.29,4.0,635,No,1
31.0,male,Master,65894.0,8,RENT,4447.0,EDUCATION,13.46,0.07,8.0,696,No,1
32.0,male,High School,24196.0,4,RENT,8397.0,DEBTCONSOLIDATION,8.42,0.35,8.0,550,No,1
41.0,male,Associate,121486.0,16,MORTGAGE,25000.0,DEBTCONSOLIDATION,14.91,0.21,16.0,680,No,1
36.0,female,High School,46632.0,11,MORTGAGE,2819.0,PERSONAL,16.89,0.06,11.0,634,No,1
32.0,male,High School,47537.0,9,RENT,2856.0,HOMEIMPROVEMENT,13.42,0.06,7.0,601,No,1
24.0,male,Master,73172.0,3,RENT,25000.0,PERSONAL,11.01,0.34,3.0,618,No,1
35.0,male,Associate,51608.0,12,RENT,15723.0,VENTURE,10.86,0.3,13.0,634,No,1
25.0,male,Master,44510.0,4,RENT,10000.0,EDUCATION,11.02,0.22,2.0,634,No,1
25.0,female,High School,105474.0,1,MORTGAGE,15000.0,DEBTCONSOLIDATION,8.64,0.14,4.0,644,No,1
26.0,male,High School,65559.0,5,MORTGAGE,8500.0,DEBTCONSOLIDATION,13.69,0.13,3.0,600,No,1
22.0,female,High School,9364.0,0,RENT,2485.0,MEDICAL,12.94,0.27,4.0,631,No,1
22.0,male,Associate,41398.0,0,RENT,15000.0,VENTURE,12.53,0.36,2.0,682,No,1
23.0,male,Master,28719.0,0,RENT,7673.0,HOMEIMPROVEMENT,11.7,0.27,4.0,614,No,1
31.0,female,Bachelor,65994.0,11,RENT,12000.0,DEBTCONSOLIDATION,15.02,0.18,8.0,612,No,1
25.0,male,High School,18530.0,6,RENT,4652.0,DEBTCONSOLIDATION,9.4,0.25,4.0,636,No,1
29.0,female,Master,83761.0,6,MORTGAGE,14167.0,HOMEIMPROVEMENT,10.35,0.17,8.0,671,No,1
25.0,male,Bachelor,72080.0,6,RENT,21380.0,MEDICAL,16.78,0.3,3.0,660,No,1
25.0,female,Bachelor,68490.0,5,RENT,3805.0,DEBTCONSOLIDATION,15.09,0.06,3.0,568,No,1
22.0,male,Master,71774.0,0,RENT,12000.0,MEDICAL,11.01,0.17,4.0,666,No,1
31.0,female,Associate,42831.0,7,RENT,15000.0,VENTURE,12.16,0.35,10.0,654,No,1
23.0,male,Associate,92846.0,0,MORTGAGE,7425.0,DEBTCONSOLIDATION,14.58,0.08,4.0,547,No,1
23.0,female,Associate,24121.0,0,RENT,6000.0,HOMEIMPROVEMENT,9.14,0.25,3.0,624,No,1
32.0,male,Bachelor,59750.0,6,RENT,3513.0,VENTURE,11.07,0.06,7.0,621,No,1
30.0,male,Associate,48621.0,7,RENT,16666.0,MEDICAL,12.89,0.34,7.0,637,No,1
27.0,male,Associate,47720.0,2,RENT,5000.0,DEBTCONSOLIDATION,13.67,0.1,4.0,587,No,1
25.0,male,High School,39484.0,4,MORTGAGE,2500.0,HOMEIMPROVEMENT,16.45,0.06,3.0,638,No,1
24.0,male,Bachelor,13030.0,1,RENT,1000.0,PERSONAL,13.92,0.08,6.0,622,No,1
26.0,female,Bachelor,22664.0,1,RENT,8619.0,DEBTCONSOLIDATION,13.57,0.38,3.0,618,No,1
24.0,female,Bachelor,50280.0,0,RENT,4000.0,PERSONAL,11.49,0.08,4.0,666,No,1
25.0,male,Associate,48990.0,0,RENT,13293.0,PERSONAL,15.25,0.27,4.0,676,No,1
24.0,male,High School,27071.0,1,RENT,8000.0,MEDICAL,13.03,0.3,3.0,610,No,1
29.0,female,High School,39717.0,7,RENT,6452.0,MEDICAL,16.51,0.16,7.0,625,No,1
25.0,male,Bachelor,99389.0,3,MORTGAGE,15000.0,MEDICAL,17.31,0.15,3.0,684,No,1
23.0,female,Bachelor,41907.0,0,RENT,10000.0,HOMEIMPROVEMENT,11.1,0.24,3.0,636,No,1
34.0,female,Associate,124280.0,9,MORTGAGE,25000.0,DEBTCONSOLIDATION,12.12,0.2,12.0,637,No,1
23.0,female,Associate,38505.0,0,RENT,10000.0,PERSONAL,12.77,0.26,4.0,643,No,1
23.0,male,Associate,32441.0,1,RENT,8000.0,MEDICAL,12.23,0.25,4.0,706,No,1
30.0,female,Bachelor,69839.0,8,RENT,1909.0,MEDICAL,13.39,0.03,8.0,592,No,1
28.0,female,Associate,47704.0,4,RENT,12000.0,MEDICAL,8.46,0.25,4.0,609,No,1
28.0,male,Master,52793.0,9,RENT,13405.0,DEBTCONSOLIDATION,11.89,0.25,6.0,645,No,1
24.0,male,Associate,50948.0,0,RENT,14988.0,PERSONAL,11.79,0.29,5.0,590,No,1
29.0,male,Bachelor,24087.0,5,RENT,8120.0,PERSONAL,8.06,0.34,9.0,549,No,1
24.0,male,High School,36958.0,0,RENT,2500.0,HOMEIMPROVEMENT,13.21,0.07,5.0,633,No,1
27.0,female,Associate,127479.0,4,MORTGAGE,34121.0,EDUCATION,17.44,0.27,5.0,587,No,1
26.0,male,Bachelor,94783.0,3,RENT,14781.0,DEBTCONSOLIDATION,11.87,0.16,4.0,607,No,1
23.0,male,High School,42079.0,0,RENT,18323.0,VENTURE,10.38,0.44,3.0,694,No,1
29.0,female,Master,38889.0,8,RENT,10000.0,MEDICAL,7.41,0.26,7.0,598,No,1
23.0,male,Bachelor,90848.0,0,RENT,16995.0,HOMEIMPROVEMENT,16.03,0.19,4.0,623,No,1
21.0,male,Associate,39370.0,0,RENT,15000.0,DEBTCONSOLIDATION,11.93,0.38,3.0,654,No,1
25.0,male,Associate,31235.0,3,RENT,3000.0,DEBTCONSOLIDATION,10.84,0.1,4.0,618,No,1
31.0,male,Associate,88814.0,6,RENT,20000.0,PERSONAL,14.6,0.23,5.0,652,No,1
30.0,female,High School,59989.0,2,RENT,19798.0,HOMEIMPROVEMENT,12.35,0.33,10.0,647,No,1
29.0,female,Bachelor,19030.0,3,RENT,2720.0,EDUCATION,7.53,0.14,5.0,638,No,1
39.0,female,Associate,118979.0,17,MORTGAGE,25000.0,HOMEIMPROVEMENT,18.26,0.21,15.0,498,No,1
28.0,male,Master,69934.0,6,RENT,2207.0,MEDICAL,14.42,0.03,4.0,714,No,1
25.0,female,Associate,77829.0,2,MORTGAGE,14000.0,DEBTCONSOLIDATION,14.89,0.18,3.0,668,No,1
22.0,male,Master,16842.0,0,RENT,4697.0,VENTURE,12.69,0.28,4.0,586,No,1
24.0,female,Bachelor,47847.0,0,RENT,7000.0,PERSONAL,7.7,0.15,4.0,651,No,1
30.0,male,High School,82730.0,9,RENT,24488.0,PERSONAL,18.01,0.3,8.0,631,No,1
23.0,female,Master,42058.0,1,RENT,1758.0,DEBTCONSOLIDATION,11.84,0.04,3.0,593,No,1
24.0,male,Associate,8277.0,1,RENT,1168.0,VENTURE,11.78,0.14,3.0,600,No,1
26.0,female,High School,47738.0,2,RENT,8000.0,DEBTCONSOLIDATION,12.32,0.17,4.0,624,No,1
27.0,male,Master,94418.0,3,MORTGAGE,24000.0,HOMEIMPROVEMENT,11.45,0.25,9.0,598,No,1
25.0,male,Master,36620.0,0,RENT,5212.0,PERSONAL,17.29,0.14,4.0,584,No,1
29.0,male,Bachelor,133039.0,4,RENT,13530.0,HOMEIMPROVEMENT,16.68,0.1,6.0,695,No,1
25.0,female,Associate,71874.0,2,RENT,3468.0,EDUCATION,14.12,0.05,2.0,595,No,1
32.0,male,Bachelor,44089.0,7,RENT,12000.0,VENTURE,7.38,0.27,8.0,671,No,1
28.0,male,Bachelor,22574.0,4,RENT,7820.0,VENTURE,9.73,0.35,10.0,599,No,1
31.0,female,High School,15474.0,8,RENT,6169.0,DEBTCONSOLIDATION,6.59,0.4,8.0,687,No,1
34.0,female,High School,47692.0,10,RENT,23500.0,EDUCATION,11.06,0.49,13.0,646,No,1
23.0,female,Bachelor,26869.0,0,RENT,5264.0,PERSONAL,12.14,0.2,3.0,676,No,1
23.0,male,High School,36902.0,0,RENT,10000.0,HOMEIMPROVEMENT,14.01,0.27,3.0,660,No,1
26.0,female,High School,89798.0,3,RENT,24000.0,DEBTCONSOLIDATION,10.76,0.27,3.0,585,No,1
30.0,female,Associate,41992.0,1,RENT,12000.0,MEDICAL,11.04,0.29,10.0,634,No,1
35.0,male,High School,213281.0,10,MORTGAGE,11434.0,DEBTCONSOLIDATION,15.64,0.05,7.0,581,No,1
23.0,female,Associate,65900.0,0,RENT,6000.0,DEBTCONSOLIDATION,15.77,0.09,3.0,472,No,1
26.0,male,Associate,73025.0,3,RENT,24000.0,VENTURE,7.9,0.33,3.0,674,No,1
25.0,female,Associate,39745.0,3,RENT,14125.0,MEDICAL,9.74,0.36,6.0,652,No,1
23.0,male,Associate,55093.0,2,RENT,15000.0,DEBTCONSOLIDATION,10.52,0.27,4.0,646,No,1
23.0,male,High School,46564.0,0,RENT,3649.0,MEDICAL,16.66,0.08,4.0,603,No,1
23.0,male,High School,53626.0,3,RENT,12000.0,DEBTCONSOLIDATION,14.17,0.22,2.0,689,No,1
25.0,female,High School,53780.0,4,RENT,10000.0,VENTURE,15.65,0.19,4.0,577,No,1
43.0,male,Associate,55315.0,19,RENT,16000.0,VENTURE,10.41,0.29,15.0,670,No,1
23.0,male,Master,44370.0,4,RENT,4094.0,PERSONAL,10.49,0.09,4.0,639,No,1
25.0,female,Bachelor,92385.0,4,RENT,18000.0,EDUCATION,13.69,0.19,6.0,603,No,1
25.0,male,Associate,56079.0,6,RENT,6657.0,DEBTCONSOLIDATION,10.43,0.12,3.0,606,No,1
24.0,male,High School,55152.0,1,RENT,15000.0,DEBTCONSOLIDATION,11.62,0.27,3.0,650,No,1
22.0,male,Associate,72012.0,0,RENT,5000.0,EDUCATION,12.72,0.07,3.0,599,No,1
25.0,male,High School,43884.0,0,RENT,13780.0,EDUCATION,12.43,0.31,4.0,645,No,1
25.0,male,High School,47494.0,5,RENT,20000.0,MEDICAL,11.35,0.42,4.0,660,No,1
24.0,female,Associate,38519.0,2,RENT,1358.0,EDUCATION,15.7,0.04,3.0,677,No,1
24.0,female,High School,37005.0,3,RENT,10000.0,HOMEIMPROVEMENT,14.64,0.27,4.0,534,No,1
23.0,female,Master,43957.0,0,RENT,4000.0,MEDICAL,13.27,0.09,4.0,616,No,1
29.0,female,High School,22527.0,4,RENT,5379.0,MEDICAL,13.01,0.24,9.0,639,No,1
